arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2401.13734 ," Wed, 24 Jan 2024 19:00:01 GMT  (217kb,D) ", Dynamical Generation of the Baryon Asymmetry from a Scale Hierarchy ," Jae Hyeok Chang, Kwang Sik Jeong, Chang Hyeon Lee, and Chang Sub Shin ", hep-ph ," 5+5 pages, 2+1 figures ", FERMILAB-PUB-24-0012-T-V ,NA,NA,"   We propose a novel baryogenesis scenario where the baryon asymmetry originates directly from a hierarchy between two fundamental mass scales: the electroweak scale and the Planck scale. Our model is based on the neutrino-portal Affleck-Dine (AD) mechanism, which generates the asymmetry of the AD sector during the radiation-dominated era and subsequently transfers it to the baryon number before the electroweak phase transition. The observed baryon asymmetry is then a natural outcome of this scenario. The model is testable as it predicts the existence of a Majoron with a keV mass and an electroweak scale decay constant. The impact of the relic Majoron on $\Delta N_{\rm eff}$ can be measured through near-future CMB observations. ",https://arxiv.org/abs/2401.13734,0
arXiv:2401.13863 ," Thu, 25 Jan 2024 00:11:28 GMT  (3kb) "," Note on ""Vacuum stability of a general scalar potential of a few fields"" ", Yisheng Song , hep-ph nucl-th , 5 pages ,NA,NA,NA,"   The purpose of this letter is to point out that some conclusions in the paper (Eur. Phys. J. C {\bf 76}, 324(2016)) are incomplete, and to give complete and improved conclusions. The analytic necessary and sufficient conditions are given for the boundedness-from-below conditions of general scalar potentials of two real scalar fields $\phi_1$ and $\phi_2$ and the Higgs bonson $\mathbf{H}$. ",https://arxiv.org/abs/2401.13863,0
arXiv:2401.13896 ," Thu, 25 Jan 2024 02:23:50 GMT  (304kb) ", Photon propagation in a charged Bose-Einstein condensate , Jos\'e F. Nieves and Sarira Sahu , hep-ph ," 18 pages, 6 figures ",NA,NA,NA,"   We consider the propagation of photons in the background of a Bose-Einstein (BE) condensate of a charged scalar field, by extending a method recently proposed to treat the propagation of fermions in a BE condensate. We determine the dispersion relations of the collective modes of the system, as well as the photon polarization tensor and the dielectric constant that result after the symmetry breaking associated with the BE condensation in the model. Two modes correspond to the transverse photon polarizations, and their dispersion relations have the usual form of the transverse photons in a plasma. The other two modes, which we denote as the $(\pm)$ modes, are combinations of the longitudinal photon and the massive scalar field. The dispersion relation of the $(-)$ mode decreases as a function of the momentum in a given range, and the corresponding group velocity is negative in that range. We also determine the wavefunctions of the $(\pm)$ modes, which can be used to obtain the corrections to the dispersion relations (e.g., imaginary parts due the damping effects) and/or the effects of scattering, due to the interactions with the excitations of the system. The results can be useful in various physical contexts that have been considered in the literature involving the electrodynamics of a charged scalar BE condensate. ",https://arxiv.org/abs/2401.13896,0
arXiv:2401.14017 ," Thu, 25 Jan 2024 08:51:11 GMT  (67kb) ", Spinning protons and gluons in the $\eta'$ , Steven D. Bass , hep-ph nucl-th ," 14 pages, in memory of Harald Fritzsch, contribution to the WSPC book  edited by G. Buchalla, D. L\""ust and Z.-Z. Xing ",NA,NA,NA,"   The proton spin puzzle has inspired a vast programme of experiments and theoretical work challenging our understanding of QCD and its role in the structure of hadrons.The proton's internal spin structure is connected to chiral symmetry and, through gluon degrees of freedom in the flavour singlet channel, to the physics of the $\eta'$ meson. Why do quarks contribute just about one third of the proton's spin? Why are $\eta'$ mesons and their interactions so sensitive to gluonic degrees of freedom? We review the status of these topics and some key observables for forthcoming experiments. ",https://arxiv.org/abs/2401.14017,0
arXiv:2401.14054 ," Thu, 25 Jan 2024 10:17:51 GMT  (599kb,D) "," The Superscaling Variable and Neutrino Energy Reconstruction, From  Theoretical Predictions to Experimental Limitations "," Dana Douqa, Stefania Bordoni, Lorenzo Giannessi, Alexis  Nikolakopoulos, Federico S\'anchez and Caspar Schloesser ", hep-ph ,NA,NA,NA,NA,"   We introduce the novel approach of using the superscaling variable as an observable and an analysis tool in the context of charged current neutrino-nucleus interactions. We study the relation between the superscaling variable and the removal energy, in addition to other fundamental parameters of the neutrino-nucleus interaction models. In the second half of the paper, we discuss the experimental viability of this measurement following a study of neutrino energy and missing momentum reconstruction. We show that the superscaling variable is measurable in neutrino interaction experiments provided that the proton is detected in the final state. We discuss the resolution of this measurement, and the limitation imposed by the proton's detection threshold. ",https://arxiv.org/abs/2401.14054,0
arXiv:2401.14119 ," Thu, 25 Jan 2024 11:56:30 GMT  (3564kb,D) ", Pseudoscalar mesons from a PNJL model at zero temperature , R. M. Aguirre and O. Louren\c{c}o , hep-ph nucl-th ," 14 pages, 12 figures ",NA,NA,NA,"   We study pseudoscalar $\pi$, $K$ and $\eta$ meson properties, such as masses and couplings, in dense matter at zero temperature. We use a recently proposed phenomenological quark model, known as the PNJL0, which takes into account the confinement/deconfinement phase transition by means of the traced Polyakov loop ($\Phi$) which serves as an order parameter at zero temperature. We consider two different scenarios, namely, symmetric quark matter with equal chemical potentials for all the flavors, and the beta equilibrated matter. In the latter case the hadron-quark phase transition is implemented by a two model approach. For the hadron side we use a relativistic mean-field model with density dependent couplings. We show that $\Phi$ induces abrupt changes in the mesons properties with gap sizes regulated by the phenomenological gluonic sector of the model. ",https://arxiv.org/abs/2401.14119,0
arXiv:2401.14120 ," Thu, 25 Jan 2024 11:58:47 GMT  (444kb,D) ", Heavy baryon decays into light meson and dark baryon within LCSR ," Yu-Ji Shi, Ye Xing and Zhi-Peng Xing ", hep-ph hep-ex ," 21 pages, 9 figures, 3 tables ",NA,NA,NA,"   We studied the decays of Heavy baryon into a pseudoscalar meson and a dark baryon in the recently developed $B$-Mesogenesis scenario, where the two types of effective Lagrangians proposed by the scenario are both considered. The decay amplitudes of $\Lambda_b^0$ are calculated by light-cone sum rules using its light-cone distribution amplitudes. The decay amplitudes of $\Xi_b^{0,\pm}$ are related with those of $\Lambda_b^0$ through a flavor SU(3) analysis. The uncertainties of threshold parameter and the Borel parameter are both considered in the numerical calculation. The values of effective coupling constants in the $B$-Mesogenesis are taken as their upper limits that obtained from our previous study on the inclusive decay. The upper limits of the decay branching fractions are presented as functions of the dark baryon mass. ",https://arxiv.org/abs/2401.14120,0
arXiv:2401.14152 ," Thu, 25 Jan 2024 13:03:51 GMT  (386kb,D) ", QCD analysis of the $P$-wave charmonium electromagnetic Dalitz decays  $h_{c}\rightarrow\eta^{(\prime)}\ell^{+}\ell^{-}$ , Chao-Jie Fan and Jun-Kang He , hep-ph ," 32 pages, 6 figures ",NA,NA,NA,"   The $P$-wave charmonium electromagnetic Dalitz decays $h_{c}\rightarrow\eta^{(\prime)}\ell^{+}\ell^{-}$ $(\ell=e, \mu)$ with large recoil momentum are investigated in the framework of perturbative QCD, and the soft contributions from the small recoil momentum region are described by the overlap of soft wave functions. The transition form factors $f_{h_{c}\eta^{(\prime)}}(q^{2})$ and the normalized transition form factors $F_{h_{c} \eta^{(\prime)}}(q^{2})$ in full kinematic region are derived for the first time. It is noticed that there are no extra IR divergences at the one-loop level and the tree level, and the transition form factors in which the relativistic corrections from the internal momentum of $h_{c}$ are taken into account are insensitive to both the shapes of $\eta^{(\prime)}$ distribution amplitudes and the invariant mass of the lepton pair in the large recoil momentum region. Furthermore, we find that the contributions from the soft mechanism and those from hard mechanism are comparable with each other in the branching ratios $\mathcal{B}(h_{c}\rightarrow\eta^{(\prime)}\ell^{+}\ell^{-})$. By employing the obtained $F_{h_{c} \eta^{(\prime)}}(q^{2})$, we give the predictions of the branching ratios $\mathcal{B}(h_{c}\rightarrow\eta^{(\prime)}\ell^{+}\ell^{-})$, which may come within the range of measurement of present or near-future experiments. ",https://arxiv.org/abs/2401.14152,0
arXiv:2401.14188 ," Thu, 25 Jan 2024 13:52:46 GMT  (142kb,D) ", Interactions of the Pseudoscalar Meson Octet and the Baryon Decuplet in  the Continuum and a Finite Volume ," Teng Ji, Xiang-Kun Dong and Ulf-G. Mei{\ss}ner ", hep-ph hep-ex hep-lat nucl-th ," 11 pages, 6 figures and 2 tables ",NA,NA,NA,"   This study focuses on the interaction of the pseudoscalar meson octet and the baryon decuplet. In the continuum, it is observed that several $J^{P}=\frac32^-$ baryon resonances can be produced by the Weinberg-Tomozawa interaction in unitarized chiral perturbation theory, including the $N(1875)$, $\Sigma(1670)$, $\Sigma(1910)$, $\Xi(1820)$ and $\Omega(2012)$. Among them, the $\Xi(1820)$ and $\Sigma(1670)$ may exhibit a potential two-pole structures. The unitarized chiral perturbation approach is then applied as the underlying theory to predict the energy levels of these systems in a finite volume. These energy levels are well described by the $K$-matrix parameterization constrained by flavor SU(3) symmetry. With the parameters from the best fits, the poles extracted from the $K$-matrix parameterization closely correspond to those derived from the underlying chiral effective field theory, as long as they are close to physical region and not significantly higher than the lowest relevant threshold. ",https://arxiv.org/abs/2401.14188,0
arXiv:2401.14195 ," Thu, 25 Jan 2024 14:17:28 GMT  (356kb,D) ", Sensitivity of two-mode SRF cavity to generic electromagnetic  interactions of ultralight dark matter ," Chang-Jie Dai, Tong Li, Rui-Jia Zhang ", hep-ph ," 26 pages, 3 figures, 2 tables ",NA,NA,NA,"   The ultralight dark matter (ULDM) such as axion or wavelike scalar plays as a plausible DM candidate. Recently, the possible non-standard ULDM couplings draw much attention. In this work we investigate the detection of electromagnetic couplings in a few benchmark models of ULDM. For illustration, we consider the generic axion electrodynamics including CP violating coupling as well as the newly proposed axion electromagnetodynamics. The superconducting radio frequency (SRF) cavity with two-mode has more advantages than the traditional cavity approach with static background field. We utilize the two-mode SRF cavity to probe the generic couplings of ULDM with frequency lower than GHz. The choices of the transverse electromagnetic modes are explicitly specified for the detection. We show the sensitivity of the SRF cavity to the axion couplings in the above frameworks. ",https://arxiv.org/abs/2401.14195,-1
